Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,90295,METFORMIN HYDROCHLORIDE EXTENDED RELEASE,METFORMIN HYDROCHLORIDE,20200827,Biguanide,,PD RX PHARMACEUTICALS INC,2016/05/12-,43063-902,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d1d7204a-7e8a-4f76-bf9f-3e798c2632ba/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d1d7204a-7e8a-4f76-bf9f-3e798c2632ba,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d1d7204a-7e8a-4f76-bf9f-3e798c2632ba,d1d7204a-7e8a-4f76-bf9f-3e798c2632ba
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,207427,Metformin hydrochloride; Metformin hydrochloride ER,METFORMIN HYDROCHLORIDE,20200824,Biguanide,,PD RX PHARMACEUTICALS INC,2018/07/17-,72789-105; 72789-106,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/17050df5-9e95-4e1b-ac75-34add289b139/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=17050df5-9e95-4e1b-ac75-34add289b139,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=17050df5-9e95-4e1b-ac75-34add289b139,17050df5-9e95-4e1b-ac75-34add289b139
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203769,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200820,Biguanide,1995,GOLDEN STATE MEDICAL SUPPLY,2013/09/11-,60429-111; 60429-112; 60429-113,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f86bda10-8b25-4125-8bb1-1b5917969ff0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f86bda10-8b25-4125-8bb1-1b5917969ff0,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f86bda10-8b25-4125-8bb1-1b5917969ff0,f86bda10-8b25-4125-8bb1-1b5917969ff0
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200814,Biguanide,1995,REMEDYREPACK INC,2020/08/14-,70518-2833,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/30658e19-8e6e-49aa-a007-e414224797c5/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=30658e19-8e6e-49aa-a007-e414224797c5,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=30658e19-8e6e-49aa-a007-e414224797c5,30658e19-8e6e-49aa-a007-e414224797c5
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,90295,METFORMIN HYDROCHLORIDE EXTENDED RELEASE,METFORMIN HYDROCHLORIDE,20200813,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2016/05/12-,71610-454,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0b843f12-a654-4751-be1f-55e6fce163c9/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0b843f12-a654-4751-be1f-55e6fce163c9,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0b843f12-a654-4751-be1f-55e6fce163c9,0b843f12-a654-4751-be1f-55e6fce163c9
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,77336,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200813,Biguanide,1995,SUN PHARMACEUTICAL INDUSTRIES INC,2006/02/09-,62756-142; 62756-143,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/41a8bb80-7b0b-476c-8134-5d161c3239c8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=41a8bb80-7b0b-476c-8134-5d161c3239c8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=41a8bb80-7b0b-476c-8134-5d161c3239c8,41a8bb80-7b0b-476c-8134-5d161c3239c8
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200728,Biguanide,1995,NORTHWIND PHARMACEUTICALS,2020/06/04-,51655-368,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ab80521b-5014-cc2a-e053-2a95a90a2003/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ab80521b-5014-cc2a-e053-2a95a90a2003,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ab80521b-5014-cc2a-e053-2a95a90a2003,ab80521b-5014-cc2a-e053-2a95a90a2003
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,77336,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200728,Biguanide,1995,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2006/02/09-,71610-447,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/439bb230-94d8-4522-ad79-5cce5fad965b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=439bb230-94d8-4522-ad79-5cce5fad965b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=439bb230-94d8-4522-ad79-5cce5fad965b,439bb230-94d8-4522-ad79-5cce5fad965b
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200726,Biguanide,,CLINICAL SOLUTIONS WHOLESALE,2010/04/22-,58118-0102,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/857efeaa-0070-4d82-bdee-f7eca1bc0cd9/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=857efeaa-0070-4d82-bdee-f7eca1bc0cd9,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=857efeaa-0070-4d82-bdee-f7eca1bc0cd9,857efeaa-0070-4d82-bdee-f7eca1bc0cd9
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,91184,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200720,Biguanide,1995,PREFERRED PHARMACEUTICALS INC,2018/01/03-,68788-7069,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e45c39a5-35fb-4445-a5e5-4e8dd661a8c8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e45c39a5-35fb-4445-a5e5-4e8dd661a8c8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e45c39a5-35fb-4445-a5e5-4e8dd661a8c8,e45c39a5-35fb-4445-a5e5-4e8dd661a8c8
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200720,Biguanide,1995,PREFERRED PHARMACEUTICALS INC,2018/07/23-,68788-7205,786Z46389E,Metformin Hydrochloride,Metformin,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/bf918d78-3fb6-4d8d-b42d-538ea10bc3e4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bf918d78-3fb6-4d8d-b42d-538ea10bc3e4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bf918d78-3fb6-4d8d-b42d-538ea10bc3e4,bf918d78-3fb6-4d8d-b42d-538ea10bc3e4
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,91184,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200720,Biguanide,1995,PREFERRED PHARMACEUTICALS INC,2017/07/05-,68788-6982,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/add856cc-a8ac-4019-a04a-3a7d9ad63684/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=add856cc-a8ac-4019-a04a-3a7d9ad63684,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=add856cc-a8ac-4019-a04a-3a7d9ad63684,add856cc-a8ac-4019-a04a-3a7d9ad63684
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200720,Biguanide,1995,PREFERRED PHARMACEUTICALS INC,2010/04/22-,68788-9121; 68788-9122; 68788-9390,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/33347f3b-c347-4a52-b788-4e67894edc51/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=33347f3b-c347-4a52-b788-4e67894edc51,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=33347f3b-c347-4a52-b788-4e67894edc51,33347f3b-c347-4a52-b788-4e67894edc51
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,90295,METFORMIN HYDROCHLORIDE EXTENDED RELEASE,METFORMIN HYDROCHLORIDE,20200720,Biguanide,,PREFERRED PHARMACEUTICALS INC,2019/03/12-,68788-7337,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/15a25bd2-cf9e-45ab-980f-360fdd843137/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=15a25bd2-cf9e-45ab-980f-360fdd843137,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=15a25bd2-cf9e-45ab-980f-360fdd843137,15a25bd2-cf9e-45ab-980f-360fdd843137
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200717,Biguanide,1995,PREFERRED PHARMACEUTICALS INC,2018/07/23-,68788-7204,786Z46389E,Metformin Hydrochloride,Metformin,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ff12de2b-9391-43dd-aa15-e3917c53128f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ff12de2b-9391-43dd-aa15-e3917c53128f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ff12de2b-9391-43dd-aa15-e3917c53128f,ff12de2b-9391-43dd-aa15-e3917c53128f
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,90295,METFORMIN HYDROCHLORIDE EXTENDED RELEASE,METFORMIN HYDROCHLORIDE,20200717,Biguanide,,PREFERRED PHARMACEUTICALS INC,2017/03/27-,68788-6932,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/98f242e6-2108-44ed-b4a6-b20d5cd52a52/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=98f242e6-2108-44ed-b4a6-b20d5cd52a52,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=98f242e6-2108-44ed-b4a6-b20d5cd52a52,98f242e6-2108-44ed-b4a6-b20d5cd52a52
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77095,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200713,Biguanide,1995,A S MEDICATION SOLUTIONS,2005/01/14-,50090-2177,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/23aa50c5-28fe-4322-b5c6-1f1c48409b16/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=23aa50c5-28fe-4322-b5c6-1f1c48409b16,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=23aa50c5-28fe-4322-b5c6-1f1c48409b16,23aa50c5-28fe-4322-b5c6-1f1c48409b16
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77095,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200713,Biguanide,,UNYTER ENTERPRISES,2011/01/27-,71455-104,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a7999fa7-886f-33c7-e053-2995a90aa3f5/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a7999fa7-886f-33c7-e053-2995a90aa3f5,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a7999fa7-886f-33c7-e053-2995a90aa3f5,a7999fa7-886f-33c7-e053-2995a90aa3f5
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200709,Biguanide,1995,PD RX PHARMACEUTICALS INC,2008/04/17-,72789-097,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/aded0423-b150-4628-9b67-96f5cd217880/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aded0423-b150-4628-9b67-96f5cd217880,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=aded0423-b150-4628-9b67-96f5cd217880,aded0423-b150-4628-9b67-96f5cd217880
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,211052,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200708,Biguanide,1995,EPIC PHARMA LLC,2020/07/08-,42806-632; 42806-633,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a9e7608f-540c-d90c-e053-2a95a90a4f98/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a9e7608f-540c-d90c-e053-2a95a90a4f98,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a9e7608f-540c-d90c-e053-2a95a90a4f98,a9e7608f-540c-d90c-e053-2a95a90a4f98
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,77336,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200708,Biguanide,1995,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2006/02/09-,71610-441,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e97fd756-b5ee-4b6d-a7a9-8fe7fb3c091b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e97fd756-b5ee-4b6d-a7a9-8fe7fb3c091b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e97fd756-b5ee-4b6d-a7a9-8fe7fb3c091b,e97fd756-b5ee-4b6d-a7a9-8fe7fb3c091b
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20200707,Biguanide,,LEGACY PHARMACEUTICAL PACKAGING LLC,completed:2014/07/16-2021/10/31; completed:2014/07/16-2022/01/31,68645-546; 68645-548,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/28de9dcf-cc8c-4c06-9fcc-6a1279f2523f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=28de9dcf-cc8c-4c06-9fcc-6a1279f2523f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=28de9dcf-cc8c-4c06-9fcc-6a1279f2523f,28de9dcf-cc8c-4c06-9fcc-6a1279f2523f
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203769,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200707,Biguanide,1995,BRYANT RANCH PREPACK,2018/01/15-,71335-1606,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/caa5e0f0-a668-4941-8327-ddbdc696bce4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=caa5e0f0-a668-4941-8327-ddbdc696bce4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=caa5e0f0-a668-4941-8327-ddbdc696bce4,caa5e0f0-a668-4941-8327-ddbdc696bce4
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78596,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200707,Biguanide,1995,AVKARE INC,2010/10/04-,42291-610; 42291-611,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/81aab305-7a9f-2123-2221-219afff310f7/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=81aab305-7a9f-2123-2221-219afff310f7,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=81aab305-7a9f-2123-2221-219afff310f7,81aab305-7a9f-2123-2221-219afff310f7
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200626,Biguanide,1995,QUALITY CARE PRODUCTS LLC,2019/03/15-,55700-734,786Z46389E,Metformin Hydrochloride,Metformin,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/26c73db8-a37a-40f4-921b-2e3ac6f1a97c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=26c73db8-a37a-40f4-921b-2e3ac6f1a97c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=26c73db8-a37a-40f4-921b-2e3ac6f1a97c,26c73db8-a37a-40f4-921b-2e3ac6f1a97c
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203769,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200625,Biguanide,1995,SCIEGEN PHARMACEUTICALS INC,2015/02/01-,50228-105; 50228-106; 50228-107,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4e4c4ba9-65c6-4273-8f6b-2423ab521dad/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4e4c4ba9-65c6-4273-8f6b-2423ab521dad,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4e4c4ba9-65c6-4273-8f6b-2423ab521dad,4e4c4ba9-65c6-4273-8f6b-2423ab521dad
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,213651,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20200625,Biguanide,1995,AJANTA PHARMA LIMITED,2020/04/09-,27241-188; 27241-189,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6d9179a8-9579-4804-a4c7-633f37aef1ee/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6d9179a8-9579-4804-a4c7-633f37aef1ee,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6d9179a8-9579-4804-a4c7-633f37aef1ee,6d9179a8-9579-4804-a4c7-633f37aef1ee
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,metformin hydrochloride,METFORMIN HYDROCHLORIDE,20200619,Biguanide,1995,PD RX PHARMACEUTICALS INC,2010/04/22-,43063-898,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d779e7d5-1035-478a-8ace-d7b1a1cd2f3e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d779e7d5-1035-478a-8ace-d7b1a1cd2f3e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d779e7d5-1035-478a-8ace-d7b1a1cd2f3e,d779e7d5-1035-478a-8ace-d7b1a1cd2f3e
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,201991,METFORMIN HYDROCHLORIDE ER,METFORMIN HYDROCHLORIDE,20200616,Biguanide,1995,NIVAGEN PHARMACEUTICALS INC,2013/11/01-,75834-500,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d01b63e6-70e5-4679-b377-1e0fb78a87b5/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d01b63e6-70e5-4679-b377-1e0fb78a87b5,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d01b63e6-70e5-4679-b377-1e0fb78a87b5,d01b63e6-70e5-4679-b377-1e0fb78a87b5
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203769,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200603,Biguanide,1995,DENTON PHARMA INC DBA NORTHWIND PHARMACEUTICALS,2019/08/02-; 2019/08/13-,70934-422; 70934-427,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/90906565-2a28-7c9c-e053-2995a90ab639/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=90906565-2a28-7c9c-e053-2995a90ab639,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=90906565-2a28-7c9c-e053-2995a90ab639,90906565-2a28-7c9c-e053-2995a90ab639
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203769,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200603,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2013/09/11-,43353-082; 43353-982; 43353-987,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/273d86b0-9d30-48c9-8918-c5e1ececa951/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=273d86b0-9d30-48c9-8918-c5e1ececa951,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=273d86b0-9d30-48c9-8918-c5e1ececa951,273d86b0-9d30-48c9-8918-c5e1ececa951
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200601,Biguanide,,DENTON PHARMA INC DBA NORTHWIND PHARMACEUTICALS,2018/03/05-,70934-083,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/692dc5fe-bdc8-f0eb-e053-2a91aa0a85ad/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=692dc5fe-bdc8-f0eb-e053-2a91aa0a85ad,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=692dc5fe-bdc8-f0eb-e053-2a91aa0a85ad,692dc5fe-bdc8-f0eb-e053-2a91aa0a85ad
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200527,Biguanide,1995,PD RX PHARMACEUTICALS INC,2008/04/17-,72789-059,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/077137a4-fcf8-437d-82ac-582308845394/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=077137a4-fcf8-437d-82ac-582308845394,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=077137a4-fcf8-437d-82ac-582308845394,077137a4-fcf8-437d-82ac-582308845394
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,metformin hydrochloride,METFORMIN HYDROCHLORIDE,20200526,Biguanide,1995,PD RX PHARMACEUTICALS INC,2010/04/22-,43063-889,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ba794843-24a1-4e50-b918-aacda96b5ccd/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ba794843-24a1-4e50-b918-aacda96b5ccd,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ba794843-24a1-4e50-b918-aacda96b5ccd,ba794843-24a1-4e50-b918-aacda96b5ccd
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,077060;077078,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200516,Biguanide,,CADILA HEALTHCARE LIMITED,2005/09/28-,65841-027; 65841-039,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a8a10ea0-7aa6-48ab-aad4-af8895636672/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a8a10ea0-7aa6-48ab-aad4-af8895636672,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a8a10ea0-7aa6-48ab-aad4-af8895636672,a8a10ea0-7aa6-48ab-aad4-af8895636672
